GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Parent,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes)
G100000106112,L100000101364,China,https://www.gem.wiki/Laicheng_power_station,Laicheng power station,Unit 1,,华电国际莱城发电厂,Huadian International Power Co Ltd Laicheng Power Plant [100%],Huadian Power International Co Ltd [100.0%],335,operating,1999,,,subcritical,bituminous,,,Jiajiazhuang Village,Laicheng,Laiwu,Shandong,Eastern Asia,Asia,36.2546311,117.6716154,exact,,,,,,,25,0.53,11312.6,94600,1.756196475,15,26.34294713
G100000114384,L100000104632,China,https://www.gem.wiki/Laoling_Leyuan_cogen_power_station,Laoling Leyuan cogen power station,Unit 1,Yueling Leyuan Cogen power station,乐陵乐源热电,Leling Leyuan Thermoelectricity Co Ltd [100%],Shandong Starlight Sugar Industry Co Ltd [90.0%]; Taishan Sports Industry Group Co Ltd [10.0%],30,retired,,2023,,unknown,unknown,,,,Yueling,Dezhou,Shandong,Eastern Asia,Asia,37.747809,117.223656,exact,,,,agriculture,both,heat,20,0.53,12047,96100,0.170136807,0,0
G100000112941,L100000101365,China,https://www.gem.wiki/Liaocheng_Xiangguang_cogen_power_station,Liaocheng Xiangguang cogen power station,Unit 1,,"山东能源聊城祥光2×66万千瓦热电联产项目, 山能祥光热电厂",Liaocheng Xiangguang Power Generation Co Ltd [100%],Xinfengxiang Holding Group Co Ltd [39.0%]; Shandong Energy Group Co Ltd [35.7%]; Shandong Guohui Investment Co Ltd [10.2%]; Harbin Electric Corp [6.0%]; Shandong Caixin Asset Operation Co Ltd [5.1%]; Shareholders of overseas listed foreign shares [4.0%],660,construction,,,,ultra-supercritical,unknown,,,Yanlou Town,Yanggu,Liaocheng,Shandong,Eastern Asia,Asia,36.158901,115.850148,exact,27-May-17,27-May-17,"Year: 2017, Month: 5, Day: 27",,,,0,0.53,8272,96100,2.570115113,40,102.8046045
G100000114091,L100000104529,China,https://www.gem.wiki/Linqing_Deneng_Biotech_power_station,Linqing Deneng Biotech power station,Unit 1,,临清市德能生物科技公司自备电厂,Linqing Deneng Biological Technology Co Ltd [100%],Shandong Shouguang Juneng Thermoelectricity Development Co Ltd [82.0%]; other [17.0%]; Shouguang Kexiao Economic and Trade Co Ltd [0.5%]; Shouguang Lanyue Economic and Trade Co Ltd [0.5%],48,retired,,2018,,subcritical,unknown,,,Daxinzhuang,Linqing,Liaocheng,Shandong,Eastern Asia,Asia,36.7781,115.7463,approximate,,,,agriculture,,,20,0.53,12182.8,96100,0.275287484,0,0
G100000114383,L100000104631,China,https://www.gem.wiki/Linqing_Yunhe_cogen_power_station,Linqing Yunhe cogen power station,Unit 3,,临清运河热电,Linqing Yunhe Thermal Power Co Ltd [100%],Linqing Zhongzhou Investment Operation Group Co Ltd [51.9%]; China Nonferrous Metal Mining (Group) Co Ltd [38.0%]; CNMC Albetter Copper Co Ltd [9.5%]; other [0.7%],48,retired,,2023,,unknown,unknown,,,,Linqing,Liaocheng,Shandong,Eastern Asia,Asia,36.855469,115.733975,exact,,,,,,,20,0.53,12047,96100,0.272218892,0,0
G100000106330,L100000101369,China,https://www.gem.wiki/Linyi_power_station,Linyi power station,Phase II Unit 1,"华能临沂发电厂 (Phase II Unit 1, Phase II Unit 2)","华能临沂发电有限公司9F级2×475MW燃机热电项目（1，2）, 华能临沂热电厂",Huaneng Linyi Power Generation Co Ltd [100%],Huaneng Power International Inc [60.0%]; Linyi Investment Development Co Ltd [22.5%]; China Huaneng Group Co Ltd [15.0%]; Shandong Caixin Asset Operation Co Ltd [2.5%],350,operating,2013,,,supercritical,bituminous,,,99 Gongye Avenue,Luozhuang District,Linyi,Shandong,Eastern Asia,Asia,35.00713,118.32388,exact,9-Oct,9-Oct,"Year: 2009, Month: 10",,,,11,0.53,10090.8,94600,1.63666391,29,47.46325338
G100000113726,L100000101368,China,https://www.gem.wiki/Linyi_Xincheng_Jinluo_cogen_power_station,Linyi Xincheng Jinluo cogen power station,Phase VII Unit 1,,临沂新程金锣热电厂,Linyi Xincheng Jinluo Meat Products Group Co Ltd [100%],Golden Luo (Hong Kong) Holdings [100.0%],50,operating,2017,,,unknown,unknown,,,Bancheng Town,Lanshan District,Linyi,Shandong,Eastern Asia,Asia,35.248675,118.295224,exact,,,,agriculture,both,heat,7,0.53,10326,96100,0.243052582,33,8.02073521
G100000114378,L100000104630,China,https://www.gem.wiki/Linyi_Yangguang_Heat_supply_power_station,Linyi Yangguang Heat supply power station,Unit 1,,临沂阳光热电厂,Linyi Sunshine Thermal Power Co Ltd [100%],Linyi City Construction Investment Group Co Ltd [54.0%]; Linyi Investment Development Co Ltd [36.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],30,operating,,,,unknown,unknown,,,,Fei County,Linyi,Shandong,Eastern Asia,Asia,35.17319,118.140008,exact,,,,,,,20,0.53,12047,96100,0.170136807,20,3.40273615
G100000115687,L100000104960,China,https://www.gem.wiki/Linzi_cogen_power_station,Linzi cogen power station,Unit 7,,临淄热电厂,Zibo Linzi Thermal Power Plant Co Ltd [100%],Zibo Jinxi New Energy Co Ltd [70.0%]; natural person(s) [20.1%]; Zibo Zhongxiang Real Estate Co Ltd [9.9%],50,retired,,2021,,unknown,unknown,,,,Linzi,Zibo,Shandong,Eastern Asia,Asia,36.800946,118.223062,exact,,,,,,,20,0.53,12047,96100,0.283561346,0,0
G100000106356,L100000101370,China,https://www.gem.wiki/Liyan_power_station,Liyan power station,Unit 1,,里能集团里彦发电厂,Shandong Liyan Power Generation Co Ltd [100%],Shandong Lineng Group Co Ltd [67.3%]; Shandong Qilu Xinhang Group Co Ltd [32.7%],56,retired,1995,2007,,subcritical,bituminous,,,Taiping Town,Zoucheng,Jining,Shandong,Eastern Asia,Asia,35.343898,116.791609,exact,,,,,,,12,0.53,11312.6,94600,0.293573142,0,0
G100000106362,L100000101371,China,https://www.gem.wiki/Liyuan_cogen_power_station,Liyuan cogen power station,Phase II Unit 3,,山东鑫海科技莒南力源热电,Junan Liyuan Thermal Power Co Ltd [100%],Linyi Xintai Mining Co Ltd [34.7%]; Shanghai Zhuiyue Enterprise Management Center [23.8%]; Junan Haode Investment Co Ltd [22.9%]; Shanghai Jielv Enterprise Management Center [13.7%]; other [4.8%],350,operating,2019,,,supercritical,unknown,,,Lingang District,Jvnan,Linyi,Shandong,Eastern Asia,Asia,35.174645,119.036761,exact,3-Mar-16,3-Mar-16,"Year: 2016, Month: 3, Day: 3",,,,5,0.53,9249.9,96100,1.52406397,35,53.34223895
G100000114386,L100000104634,China,https://www.gem.wiki/Longkou_Jiayuan_Dongsheng_cogen_power_station,Longkou Jiayuan Dongsheng cogen power station,Unit 2,,嘉元东盛热电,Longkou Jiayuan Dongsheng Thermal Power Co Ltd [100%],Shandong Jiayuan Group Co Ltd [99.0%]; other [1.0%],30,operating,,,,unknown,unknown,,,,Longkou,Yantai,Shandong,Eastern Asia,Asia,37.616008,120.504506,exact,,,,,,,20,0.53,12047,96100,0.170136807,20,3.40273615
G100000106447,L100000101373,China,https://www.gem.wiki/Lubei_power_station,Lubei power station,Unit 1,,大唐鲁北发电厂,Datang Lubei Power Generation Co Ltd [100%],China Datang Corp [70.0%]; Shandong Lubei High Tech Zone Industrial Development Group Co Ltd [13.3%]; Huitai Holding Group Co Ltd [6.0%]; Hangzhou Jinjiang Group Co Ltd [5.0%]; Zhejiang Hengjia Holding Co Ltd [2.9%]; Hangzhou Yande Industrial Co Ltd [2.8%],330,operating,2009,,,subcritical,bituminous,,,Chengkou,Wudi,Binzhou,Shandong,Eastern Asia,Asia,38.082387,117.741976,exact,2005,2005,Year: 2005,,,,15,0.53,10442.4,94600,1.59690885,25,39.92272126
G100000113723,L100000101374,China,https://www.gem.wiki/Luxi_Chemical_cogen_power_station,Luxi Chemical cogen power station,East Unit 1,鲁西化工第一化肥公司热电厂 (Unit 1),鲁西化工聊城鲁西供热股份公司热电厂,Liaocheng Luxi Heating Co Ltd [100%],Luxi Chemical Group Co Ltd [100.0%],90,operating,2017,,,unknown,unknown,,,260 Provincial Rd,Shen County,Liaocheng,Shandong,Eastern Asia,Asia,36.159663,115.853251,exact,,,,chemicals,both,heat,7,0.53,10326,96100,0.437494648,33,14.43732338
G100000107260,L100000101376,China,https://www.gem.wiki/Nanshan_Aluminum_Donghai_power_station,Nanshan Aluminum Donghai power station,Phase III Unit 5,"Shandong Yili power station (Phase III Unit 5, Phase III Unit 6, Phase III Unit 7), 南山热电厂 (Phase III Unit 5, Phase III Unit 6, Phase III Unit 7), 怡力热电厂 (Phase III Unit 5, Phase III Unit 6, Phase III Unit 7), Tokai Power Station (Phase I Unit 1, Phase I Unit 2, Phase II Unit 3, Phase II Unit 4), 东海热电厂 (Phase I Unit 1, Phase I Unit 2, Phase II Unit 3, Phase II Unit 4)",南山铝业东海热电厂,Shandong Nanshan Aluminium Co Ltd [100%],other [47.1%]; Nanshan Group Co Ltd [42.2%]; Hong Kong Securities Clearing Company Ltd [5.7%]; Shanghai Stock Exchange (China Securities Museum) [1.6%]; Shenzhen Stock Exchange [1.6%]; Shanghai Futures Exchange [0.9%]; Dalian Commodity Exchange [0.6%]; Zhengzhou Commodity Exchange [0.4%],330,operating,2010,,,subcritical,unknown,,,,Longkou,Yantai,Shandong,Eastern Asia,Asia,37.728687,120.443329,exact,,,,aluminum,both,,14,0.53,10442.4,96100,1.622229815,26,42.17797519
G100000112666,L100000101377,China,https://www.gem.wiki/Nanshan_Thermal_power_station,Nanshan Thermal power station,Phase II Unit 3,"怡力热电二期 (Phase II Unit 3, Phase II Unit 4)",南山铝业南山热电厂,Shandong Yili Electric Industry Co Ltd [100%],Nanshan Group Co Ltd [100.0%],150,retired,2009,2022,,subcritical,bituminous,,,Dongjiang Town Nanshan South Road,Longkou,Yantai,Shandong,Eastern Asia,Asia,37.593105,120.470388,exact,,,,aluminum,both,,13,0.53,11312.6,94600,0.786356631,0,0
G100000107271,L100000101378,China,https://www.gem.wiki/Nantun_Mine_power_station,Nantun Mine power station,Unit 1,,兖矿集团科澳铝业南屯发电厂,Yankuang Keao Aluminum Industry Co Ltd [100%],Shandong Energy Group Co Ltd [52.5%]; Huayuan Resources Investment [25.0%]; Shandong Guohui Investment Co Ltd [15.0%]; Shandong Caixin Asset Operation Co Ltd [7.5%],50,retired,2003,2017,,subcritical,waste coal,,,Taiping Town,Zoucheng,Jining,Shandong,Eastern Asia,Asia,35.376062,116.869972,exact,,,,aluminum,,,14,0.53,11312.6,94600,0.262118877,0,0
G100000115376,L100000104909,China,https://www.gem.wiki/Ningyang_Jinming_power_station,Ningyang Jinming power station,Unit 2,,宁阳县金明热电,Ningyang Jinming Thermal Power Co Ltd [100%],Ningyang County State-owned Assets Operation Center [90.0%]; other [10.0%],30,operating,2001,,,unknown,unknown,,,Huayang Road & Qixian Road,Ningyang,Tai'an,Shandong,Eastern Asia,Asia,35.751218,116.786203,exact,,,,,,,23,0.53,12047,96100,0.170136807,17,2.892325727
G100000112805,L100000101379,China,https://www.gem.wiki/Pingyuan_Chemical_power_station,Pingyuan Chemical power station,Unit 3,,阳煤平原化工热电厂,Yangmei Pinyuan Chemical Co Ltd [100%],Yangmei Chemical Co Ltd [51.0%]; China Fertilizer (Holdings) [36.8%]; Pingyuan Juyuan State Owned Assets Management Co Ltd [12.2%],40,operating,2010,,,unknown,unknown,,,15 Lijiao E Road,Pingyuan,Dezhou,Shandong,Eastern Asia,Asia,37.185017,116.48055,exact,,,,chemicals,both,,14,0.53,11186.5,96100,0.210645571,26,5.47678485
G100000108298,L100000101380,China,https://www.gem.wiki/Qilu_Works_power_station,Qilu Works power station,Unit 01,中国石油化工股份有限公司齐鲁分公司1#-8#热电机组背压替代改造项目,齐鲁石化热电厂,China Petroleum and Chemical Co Ltd QILU Branch [100%],China Petrochemical Corp [100.0%],60,retired,1987,2018,,subcritical,bituminous,,,Sinopec Qilu plant,Linzi,Zibo,Shandong,Eastern Asia,Asia,36.7852045,118.2130666,exact,,,,chemicals,both,heat,31,0.53,12617.9,94600,0.350836035,0,0
G100000114466,L100000104663,China,https://www.gem.wiki/Qingdao_Hengyuan_cogen_power_station,Qingdao Hengyuan cogen power station,Unit 3,博源热电厂,青岛恒源热电,Qingdao Hengyuan Thermal Power Co Ltd [100%],Qingdao Energy Group Co Ltd [100.0%],30,operating,,,,unknown,unknown,,,,West Coast New District,Qingdao,Shandong,Eastern Asia,Asia,36.011747,120.131452,exact,,,,,,,20,0.53,12047,96100,0.170136807,20,3.40273615
G100000108306,L100000101381,China,https://www.gem.wiki/Qingdao_power_station,Qingdao power station,Phase II Unit 1,,华电国际青岛发电厂,Huadian Qingdao Power Generation Co Ltd [100%],Huadian Power International Co Ltd [55.0%]; Qingdao Guoxin Development (Group) Co Ltd [45.0%],320,operating,1996,,,subcritical,bituminous,,,Xinglongyi Road,Shibei District,Qingdao,Shandong,Eastern Asia,Asia,36.1124252,120.3295108,exact,,,,,,,28,0.53,11312.6,94600,1.677560812,12,20.13072975
G100000113051,L100000101382,China,https://www.gem.wiki/Rizhao_Iron_and_Steel_cogen_power_station,Rizhao Iron and Steel cogen power station,Unit 1,,日照钢铁热电联产,Rizhao Xinyuan Thermal POWER Co Ltd [100%],Jinghua Rigang Holding Group Co Ltd [98.8%]; other [1.2%],330,operating,2013,,,subcritical,unknown,,,Hanjia Village,Lanshan District,Rizhao,Shandong,Eastern Asia,Asia,35.156207,119.366648,exact,1-Jul-16,1-Jul-16,"Year: 2016, Month: 7, Day: 1",iron & steel,both,both,11,0.53,10442.4,96100,1.622229815,29,47.04466464
G100000108603,L100000101383,China,https://www.gem.wiki/Rizhao_power_station,Rizhao power station,Phase II Unit 3,,华能日照电厂,"Huaneng Power International, Inc. Rizhao power plant [100%]",Huaneng Power International Inc [100.0%],680,operating,2008,,,supercritical,unknown,,,Kuishanzui,Donggang District,Rizhao,Shandong,Eastern Asia,Asia,35.3454727,119.5104761,exact,9-Mar-07,9-Mar-07,"Year: 2007, Month: 3, Day: 9",,,,16,0.53,9249.9,96100,2.96103857,24,71.06492569
G100000114442,L100000104652,China,https://www.gem.wiki/Rizhao_Sunshine_cogen_power_station,Rizhao Sunshine cogen power station,Unit 4,,日照阳光热电,Rizhao Sunshine Thermal Power Co Ltd [100%],Rizhao Linghai Hotel Co Ltd [30.0%]; Rizhao Lingyunhai Sugar Group Co Ltd [30.0%]; Rizhao Economic and Technological Development Zone Ruida City Development Co Ltd [26.4%]; China Development Bank Corp [7.9%]; Agricultural Development Bank of China [5.7%],30,operating,2012,,,unknown,unknown,,,201 Yinchuan Road,,Rizhao,Shandong,Eastern Asia,Asia,35.382154,119.502252,exact,,,,,,,12,0.53,11186.5,96100,0.157984178,28,4.423556994
G100000114462,L100000104660,China,https://www.gem.wiki/Rongcheng_City_cogen_power_station,Rongcheng City cogen power station,Unit 3,荣成市热电厂公司,荣成市热电,Rongcheng Thermoelectricity Factory [100%],Rongcheng Thermoelectric Gas Group Co Ltd [100.0%],35,operating,,,,unknown,unknown,,,,Rongcheng,Weihai,Shandong,Eastern Asia,Asia,37.144641,122.431804,exact,,,,,,,20,0.53,12047,96100,0.198492942,20,3.969858841
G100000113733,L100000101384,China,https://www.gem.wiki/Rongcheng_Haoyang_cogen_power_station,Rongcheng Haoyang cogen power station,Unit 2,"荣成市人民政府石岛管理区热电联产PPP项目 (荣成昊阳热电) (Unit 2, Unit 3), 石岛昊阳热电 (Unit 4), 荣成昊阳热电 (Unit 4), 荣成市人民政府石岛管理区热电联产PPP项目 (Unit 4)",荣成昊阳热电,Shuifa Thermal Power (Rongcheng) Co Ltd [100%],Shuifa Group Co Ltd [47.4%]; Rongcheng Shidao Management District State Owned Assets Management Co Ltd [31.2%]; Shandong Guohui Investment Co Ltd [13.6%]; Shandong Caixin Asset Operation Co Ltd [6.8%]; other [1.0%],30,operating,2018,,,unknown,unknown,,,Shidao Town,Rongcheng,Weihai,Shandong,Eastern Asia,Asia,36.86254,122.362808,exact,,,,,,,6,0.53,10326,96100,0.145831549,34,4.958272675
G100000114423,L100000104647,China,https://www.gem.wiki/Shandong_Binzhou_Binbei_cogen_power_station,Shandong Binzhou Binbei cogen power station,Unit 6,,山东滨州滨北热电,Shandong Binzhou Binbei Thermoelectricity Co Ltd [100%],Shandong Binzhou Binbei Thermoelectricity Co Ltd [100.0%],30,operating,2002,,,unknown,unknown,,,,Bincheng District,Binzhou,Shandong,Eastern Asia,Asia,37.478206,117.99117,exact,,,,,,,22,0.53,12047,96100,0.170136807,18,3.062462535
G100000108985,L100000101385,China,https://www.gem.wiki/Shandong_Chenming_Mill_power_station,Shandong Chenming Mill power station,Unit 1,,晨鸣纸业山东自备电厂,Shandong Chenming Paper Holdings Ltd [100%],Shandong Chenming Paper Holdings Ltd [100.0%],50,retired,2002,2018,,subcritical,bituminous,,,Wulidun,Shouguang,Weifang,Shandong,Eastern Asia,Asia,36.859209,118.700121,exact,,,,pulp & paper,,,16,0.53,11312.6,94600,0.262118877,0,0
G100000114408,L100000104639,China,https://www.gem.wiki/Shandong_Fengyuan_Tongda_power_station,Shandong Fengyuan Tongda power station,Unit 6,,山东丰源通达电厂,Shandong Fengyuan Tongda Power Co Ltd [100%],Shandong Yizhou State Owned Assets Management Group Co Ltd [45.8%]; other [18.1%]; Shandong Hongda City Development Investment Co Ltd [11.8%]; Shanghai Zhonglu Group Co Ltd [11.4%]; Shanghai Shuhe Industrial Development Co Ltd [5.1%]; Xinjiang Huiyou Holding Group Co Ltd [2.1%]; Shanghai Rongwan Investment Management Center LP [1.3%]; Shanghai Hansi Motor Co Ltd [1.2%]; Pujiang VAN-BURST Manufactures Co Ltd [0.8%]; Beijing Huachen Century Investment Co Ltd [0.7%]; Tengye Investment Co Ltd [0.7%]; Beijing Shilong New Technology Development Co Ltd [0.6%]; Lingtong Investment Group Co Ltd [0.4%]; Beijing Xihua Investment Management Co Ltd [0.0%],45,operating,,,,unknown,unknown,,,,Yicheng District,Zaozhuang,Shandong,Eastern Asia,Asia,34.739641,117.539037,exact,,,,pulp & paper,both,,20,0.53,12047,96100,0.255205211,20,5.104104224
G100000114878,L100000104779,China,https://www.gem.wiki/Shandong_Guangfu_captive_power_station,Shandong Guangfu captive power station,Unit 1,,山东广富集团热电厂,Shandong Guangfu Group Co Ltd [100%],natural person(s) [89.3%]; Shandong Chaote High End Equipment Technology Co Ltd [10.7%],60,retired,,2020,,unknown,unknown,,,Qingyang Town,Zouping,Binzhou,Shandong,Eastern Asia,Asia,36.856324,117.630539,exact,,,,iron & steel,both,,20,0.53,12047,96100,0.340273615,0,0
G100000114274,L100000101387,China,https://www.gem.wiki/Shandong_Haihua_Weifang_power_station,Shandong Haihua Weifang power station,New Unit 7,"山东海化集团潍坊热电公司新厂 (New Unit 7, New Unit 8), 山东海化集团潍坊热电公司三电厂 (Unit 3-1, Unit 3-2)",山东海化集团潍坊热电厂,Shandong Haihua Group Co Ltd Thermal Power Branch [100%],Weifang Investment Group Co Ltd [51.3%]; China Nationasl Salt Industry Corp [30.0%]; Sinochem Holdings Corporation Ltd [7.2%]; China Chengtong Holdings Group Ltd [4.4%]; Shandong Caixin Asset Operation Co Ltd [3.7%]; China Guoxin Holding Corp [3.3%],30,operating,,,,subcritical,unknown,,,Haihua Street,Hanting District,Weifang,Shandong,Eastern Asia,Asia,37.130132,119.032725,exact,,,,chemicals,both,,20,0.53,12182.8,96100,0.172054677,20,3.441093547
G100000114413,L100000104642,China,https://www.gem.wiki/Shandong_Hengli_Heat_Supply_power_station,Shandong Hengli Heat Supply power station,Unit 1,,山东恒力热电,Shandong Hengli Heating Ltd [100%],Shandong Yuhuang Chemical Co Ltd [100.0%],30,operating,,,,unknown,unknown,,,,Dongming,Heze,Shandong,Eastern Asia,Asia,35.230326,115.120844,exact,,,,,,,20,0.53,12047,96100,0.170136807,20,3.40273615
G100000114412,L100000104641,China,https://www.gem.wiki/Shandong_Hengren_Industrial_power_station,Shandong Hengren Industrial power station,Unit 1,滕州辛绪化工原料公司电厂,山东恒仁工贸公司电厂,Shandong Hengren Industry and Trade Co Ltd [100%],Shandong Hengren Industry and Trade Co Ltd [100.0%],40,operating,,,,unknown,unknown,,,,Tengzhou,Zaozhuang,Shandong,Eastern Asia,Asia,35.160285,117.291613,exact,,,,agriculture,both,,20,0.53,12047,96100,0.226849077,20,4.536981533
G100000114415,L100000104643,China,https://www.gem.wiki/Shandong_Hengshun_Heat_Supply_power_station,Shandong Hengshun Heat Supply power station,Unit 1,,山东恒顺热电,Shandong Hengshun Heating Co Ltd [100%],China Risun Group (Hong Kong) [100.0%],30,operating,,,,unknown,unknown,,,,Dongming,Heze,Shandong,Eastern Asia,Asia,35.230242,115.120797,exact,,,,,,,20,0.53,12047,96100,0.170136807,20,3.40273615
G100000112802,L100000101388,China,https://www.gem.wiki/Shandong_Hualu_Hengsheng_power_station,Shandong Hualu Hengsheng power station,Unit 1,,山东华鲁恒升化工热电厂,Shandong HUALU-HENGSHENG Chemical Co Ltd [100%],Shandong HUALU-HENGSHENG Chemical Co Ltd [100.0%],60,retired,1995,2023,,unknown,unknown,,,24 W Tianqv Road,Decheng District,Dezhou,Shandong,Eastern Asia,Asia,37.462342,116.242966,exact,,,,chemicals,both,,28,0.53,12047,96100,0.340273615,0,0
G100000108997,L100000101389,China,https://www.gem.wiki/Shandong_Huatai_power_station,Shandong Huatai power station,Unit 1,山东华泰热电厂,华泰化工集团大王镇热电厂,Shandong Huatai Thermal Power Co Ltd [100%],HUATAI Group Co Ltd [28.5%]; Guangrao Hengtai Operation Management Co Ltd [24.0%]; Guangrao Shenghui Holding Co Ltd [24.0%]; Huatai Group Co Ltd Trade Union Committee [20.8%]; other [2.7%],135,operating,2013,,,subcritical,unknown,,,Dawang Town,Guangrao,Dongying,Shandong,Eastern Asia,Asia,37.009067,118.490549,exact,,,,pulp & paper,both,heat,11,0.53,11312.6,96100,0.718942759,29,20.84934001
G100000106320,L100000101367,China,https://www.gem.wiki/Shandong_Huayu_aluminum_power_station,Shandong Huayu aluminum power station,Unit 1,Linyi Huasheng power station,中铝山东华宇铝电厂,Shandong HUAYU Alloy Material Co Ltd [100%],Aluminum Corporation of China Ltd [55.0%]; Linyi Rongxin Holding Co Ltd [20.1%]; Huasheng Jiangquan Group Co Ltd [18.2%]; Linyi Zhongsheng Metal Technology Co Ltd [3.4%]; Linyi Zhongfa Holding Co Ltd [1.3%]; Linyi Luozhuang Financial Investment Group Co Ltd [1.2%]; Linyi Luomei Urban Construction Co Ltd [0.7%]; Agricultural Development Bank of China [0.1%],135,operating,2003,,,subcritical,anthracite,,,2 Wenhua Road,Luozhuang District,Linyi,Shandong,Eastern Asia,Asia,34.956982,118.305683,exact,,,,aluminum,both,heat,21,0.53,12182.8,98300,0.791970724,19,15.04744375
G100000109003,L100000101391,China,https://www.gem.wiki/Shandong_Jinling_power_station,Shandong Jinling power station,Unit 3,,金岭集团广饶县大王镇热电厂,Shandong Jin Ling Chemical Co [100%],Shandong Jinling Group Co Ltd [66.2%]; Creative Development [33.8%],50,operating,2006,,,subcritical,unknown,,,Dawang Town,Guangrao,Dongying,Shandong,Eastern Asia,Asia,36.995441,118.529629,exact,,,,chemicals,both,,18,0.53,11312.6,96100,0.266275096,22,5.85805211
G100000115692,L100000104955,China,https://www.gem.wiki/Shandong_Lutai_cogen_power_station,Shandong Lutai cogen power station,Unit 5,,山东鲁泰热电有限公司热电厂,Shandong Lutai Thermal Power Co Ltd [100%],China Cinda Asset Management Co Ltd [53.5%]; Shandong Lutai Coal Industry Co Ltd [46.5%],30,operating,2009,,,unknown,unknown,,,Chibie Village,Yutai County,Jining,Shandong,Eastern Asia,Asia,35.09269,116.562373,exact,,,,,,,15,0.53,11186.5,96100,0.157984178,25,3.949604459
G100000112938,L100000101392,China,https://www.gem.wiki/Shandong_Luxi_power_station,Shandong Luxi power station,Unit 1,"Liyan power station Unit 8 (Unit 2), Liyan power station Unit 7 (Unit 1)",里能集团鲁西发电煤炭地下气化发电项目,Shandong Luxi Power Generation Co Ltd [100%],Shandong Energy Group Co Ltd [33.2%]; Shandong Guohui Investment Co Ltd [9.5%]; Shandong Caixin Asset Operation Co Ltd [4.7%]; Yankuang Group Co Ltd,600,operating,2022,,,ultra-supercritical,waste coal,,,Taiping Town,Zoucheng,Jining,Shandong,Eastern Asia,Asia,35.344546,116.784365,exact,1-Feb-16,1-Feb-16,"Year: 2016, Month: 2, Day: 1",,,,2,0.53,8272,94600,2.299998957,38,87.39996036
G100001018843,L100001016873,China,https://www.gem.wiki/Shandong_Mingrui_cogen_power_station,Shandong Mingrui cogen power station,Unit 1,,山东明瑞热电股份有限公司热电联产项目,Shandong Mingrui Thermal Power Co Ltd,Shandong Mingrui Thermal Power Co Ltd,50,operating,2020,,,CFB,unknown,,,,Zhangdian District,Zibo,Shandong,Eastern Asia,Asia,36.770137,118.142204,exact,,,,,,,4,0.53,10442.4,96100,0.245792396,36,8.848526264
G100000114425,L100000104646,China,https://www.gem.wiki/Shandong_Port_Public_Heat_Supply_power_station,Shandong Port Public Heat Supply power station,Unit 1,,山东码头公共集中供热公司热电,Shandong Dock Public Central Heating Co Ltd [100%],Zhongrong Shuangchuang (Beijing) Technology Group Co Ltd [100.0%],60,retired,,2022,,unknown,unknown,,,Port Zone,Zouping,Binzhou,Shandong,Eastern Asia,Asia,37.015273,117.411912,exact,,,,,,,20,0.53,12047,96100,0.340273615,0,0
G100000114424,L100000104645,China,https://www.gem.wiki/Shandong_Ruihe_Industrial_Co_power_station,Shandong Ruihe Industrial Co power station,Unit 3,,山东瑞和实业公司发电厂,Shandong Ruihe Industrial Co Ltd [100%],Shandong Ruihe Industrial Co Ltd [100.0%],60,operating,,,,unknown,unknown,,,,Gaoxin District,Zibo,Shandong,Eastern Asia,Asia,36.795221,118.093149,exact,,,,agriculture,both,,20,0.53,12047,96100,0.340273615,20,6.805472299
G100000115378,L100000104910,China,https://www.gem.wiki/Shandong_Runyin_Biochemical_power_station,Shandong Runyin Biochemical power station,Unit 3,,山东润银生物化工股份有限公司热电厂,Shandong Runyin Biochemical Co Ltd [100%],Dongping Jiajing Agricultural Technology Co Ltd [83.8%]; other [8.9%]; natural person(s) [7.3%],50,operating,,,,unknown,unknown,,,Pengji,Dongping County,Tai'an,Shandong,Eastern Asia,Asia,35.882034,116.454336,exact,,,,chemicals,both,,20,0.53,12047,96100,0.283561346,20,5.671226916
G100000114031,L100000104501,China,https://www.gem.wiki/Shandong_Senyuan_captive_power_station,Shandong Senyuan captive power station,--,,山东省莘县森源实业公司自备电厂,Shandong Shenxian Senyuan Industrial Co Ltd [100%],Shandong Shenxian Senyuan Industrial Co Ltd [100.0%],50,retired,,2018,,subcritical,unknown,,,Guyun Town,Shen County,Liaocheng,Shandong,Eastern Asia,Asia,35.8251,115.3923,approximate,,,,,,,20,0.53,12182.8,96100,0.286757796,0,0
