GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Parent,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes)
G100000115012,L100000104812,China,https://www.gem.wiki/Jinyuan_Zhijin_power_station,Jinyuan Zhijin power station,Unit 1,,国家电投贵州金元织金上大压小异地改建项目,Guizhou Jinyuan Zhijin Pingyuan Clean Energy Power Generation Co Ltd [100%],State Power Investment Corp Ltd [45.6%]; Zhongyi Holdings Ltd [21.0%]; Guizhou Panjiang Investment Holding (Group) Co Ltd [8.6%]; Guiyang Guanshan Lake Zhongyi Energy Management Co Ltd [8.1%]; Guizhou Qiansheng State-Owned Assets Management Co Ltd [7.5%]; Cpi Guizhou Jinyuan Group Co Ltd [4.5%]; Zhongyi Jincaiqian Hong Kong Energy Holdings [3.2%]; other [1.4%],660,construction,2025,,,ultra-supercritical,unknown,,,Zhucang Town,Zhijin,Bijie,Guizhou,Eastern Asia,Asia,26.43581,105.522786,exact,18-Nov-20,18-Nov-20,"Year: 2020, Month: 11, Day: 18",,,,0,0.53,8272,96100,2.570115113,40,102.8046045
G100000113506,L100000100915,China,https://www.gem.wiki/Jinyuankou_Cogen_power_station,Jinyuankou Cogen power station,Unit 1,,内蒙古源源能源集团霍林郭勒金源口热电,Huolin Gol City Jinyuankou Electricity Industry Co Ltd [100%],Tongliao City Investment Group Co Ltd [35.7%]; Yankuang Energy Group Co Ltd [12.4%]; Hangzhou Jinjiang Group Co Ltd [11.0%]; Inner Mongolia Geology and Mineral Resources (Group) Co Ltd [10.7%]; China Development Bank Corp [8.9%]; Zhejiang Hengjia Holding Co Ltd [7.5%]; Hangzhou Yande Industrial Co Ltd [7.2%]; other [4.3%]; Inner Mongolia State Owned Capital Operation Co Ltd [1.2%]; Manchester United (Hangzhou) Enterprise Management Partnership LP [1.0%],50,operating,,,,subcritical,waste coal,,,,Holingol,Tongliao,Inner Mongolia,Eastern Asia,Asia,45.46163,119.538873,exact,,,,,,,20,0.53,12182.8,94600,0.282281867,20,5.645637349
G100000115525,L100000104932,China,https://www.gem.wiki/Jinyufeng_Biotechnology_Co_Kailu_Cogen_power_station,Jinyufeng Biotechnology Co Kailu Cogen power station,Unit 1,内蒙古开鲁热电联产项目,内蒙古金玉锋生物科技公司开鲁热电联产,Inner Mongolia Jinyufeng Biotechnology Co Ltd [100%],Ningjin Jinxin Enterprise Management Co Ltd [70.0%]; Kangwei Technology [30.0%],100,construction,,,,subcritical,unknown,,,Yufeng Avenue,Kailu County,Tongliao,Inner Mongolia,Eastern Asia,Asia,43.585098,121.331659,exact,,,,,,,0,0.53,10442.4,96100,0.491584792,40,19.6633917
G100000105270,L100000101490,China,https://www.gem.wiki/Jinzhong_Anping_power_station,Jinzhong Anping power station,Unit 1,,中煤昔阳能源安平发电厂,Anping Power Plant of China Coal Xiyang Energy Co Ltd [100%],China National Coal Group [60.0%]; Ningbo Jianmao Industrial Development Co Ltd [20.9%]; Xiyang Fengyuan Industrial Co Ltd [10.0%]; Shanxi Xinxiong Trade Co Ltd [4.5%]; Tianjin Xieda Trading Co Ltd [2.0%]; Shuozhou Xingyun Trade Co Ltd [1.5%]; Beijing Haohe Henglian Trading Co Ltd [0.7%]; Shuozhou Xieron Industry and Trade Co Ltd [0.4%],150,operating,2007,,,subcritical,waste coal,,,Leping Town,Xiyang,Jinzhong,Shanxi,Eastern Asia,Asia,37.642467,113.650185,exact,9-Sep-05,9-Sep-05,"Year: 2005, Month: 9, Day: 9",,,,17,0.53,11312.6,94600,0.786356631,23,18.08620251
G100000105272,L100000101161,China,https://www.gem.wiki/Jinzhou_CR_power_station,Jinzhou CR power station,Unit 1,,华润电力锦州发电厂,China Resources Power (Jinzhou) Co Ltd [100%],China Resources Power Holdings Co Ltd [50.0%]; Xuzhou Coal Mining Group Corp [50.0%],200,retired,1983,2014,,subcritical,lignite,,,Xinglong,Taihe,Jinzhou,Liaoning,Eastern Asia,Asia,41.2714959,121.2506345,exact,,,,,,,31,0.53,12617.9,101000,1.248570809,0,0
G100000105280,L100000101162,China,https://www.gem.wiki/Jinzhou_Datang_power_station,Jinzhou Datang power station,Unit 1,,大唐国际锦州热电,Liaoning Datang International Jinzhou Thermal Power Co Ltd [100%],Datang International Power Generation Co Ltd [100.0%],300,operating,2009,,,subcritical,lignite,,,Yingpan Town Daqi Villege,Taihe District,Jinzhou,Liaoning,Eastern Asia,Asia,41.138876,121.2163026,exact,18-Jun-08,18-Jun-08,"Year: 2008, Month: 6, Day: 18",,,,15,0.53,10442.4,101000,1.54994997,25,38.74874925
G100000114732,L100000104740,China,https://www.gem.wiki/Jinzhou_Jingpeng_cogen_power_station,Jinzhou Jingpeng cogen power station,Unit 1,,锦州滨海新区京鹏热电厂,Jinzhou Binhai New Area Jingpeng Thermal Power Co Ltd [100%],Beijing Jingpeng Xiongrui Investment Co Ltd [60.0%]; Shenyang Shenghua Energy Investment Co Ltd [40.0%],30,construction,2023,,,unknown,unknown,,,,Taihe,Jinzhou,Liaoning,Eastern Asia,Asia,40.8535652,121.0426904,exact,6-Dec-21,6-Dec-21,"Year: 2021, Month: 12, Day: 6",,,,0,0.53,10326,96100,0.145831549,40,5.833261971
G100000105282,L100000100779,China,https://www.gem.wiki/Jinzhushan_power_station,Jinzhushan power station,Unit 1,,大唐华银金竹山发电厂,Hunan Huayin Electric Power Co Ltd Jinzhushan Hydropower Branch [100%],Datang Huayin Electric Power Co Ltd [100.0%],50,retired,1972,2007,,subcritical,anthracite,,,Jinzhushan,Lengshuijiang,Loudi,Hunan,Eastern Asia,Asia,27.6252776,111.4823651,exact,,,,,,,35,0.53,12617.9,98300,0.303798293,0,0
G100000105291,L100000100332,China,https://www.gem.wiki/Jisco-1_power_station,Jisco-1 power station,Unit 10,酒钢能源中心发电一分厂,酒钢嘉峪关宏晟热电,Jiayuguan Hongsheng Electric Heat Co Ltd [100%],Jiuquan Iron and Steel (Group) Co Ltd [68.4%]; Gansu Provincial State-owned Assets Investment Group Co Ltd [31.6%],300,operating,2007,,,subcritical,unknown,,,,,Jiayuguan,Gansu,Eastern Asia,Asia,39.795005,98.307335,exact,,,,"aluminum, iron & steel",both,heat,17,0.53,10442.4,96100,1.474754377,23,33.91935068
G100000105300,L100000100333,China,https://www.gem.wiki/Jisco-2_power_station,Jisco-2 power station,Unit 1,酒钢宏晟热电公司,酒钢嘉峪关宏晟热电,Jiayuguan Hongsheng Electric Heat Co Ltd [100%],Jiuquan Iron and Steel (Group) Co Ltd [68.4%]; Gansu Provincial State-owned Assets Investment Group Co Ltd [31.6%],350,operating,2012,,,supercritical,unknown,,,,,Jiayuguan,Gansu,Eastern Asia,Asia,39.794095,98.306007,exact,,,,"aluminum, iron & steel",both,heat,12,0.53,10090.8,96100,1.66261524,28,46.55322672
G100000109814,L100000101015,China,https://www.gem.wiki/Jiulong_Paper_Mill_Hailong_power_station,Jiulong Paper Mill Hailong power station,Unit 1,,玖龙纸业太仓海龙电厂,Nine Dragons Paper Industries (Taicang) Co Ltd [100%],Nine Dragons Global Investments Ltd [100.0%],135,operating,,,,subcritical,unknown,,,Fuqiao,Taicang,Suzhou,Jiangsu,Eastern Asia,Asia,31.591284,121.250203,exact,,,,pulp & paper,both,,20,0.53,12182.8,96100,0.774246048,20,15.48492096
G100000105308,L100000100387,China,https://www.gem.wiki/Jiulong_Paper_Mill_power_station,Jiulong Paper Mill power station,Unit 11,,玖龙纸业东莞自备电厂,Dongguan Nine Dragons Paper Industries Co Ltd [100%],Nine Dragons Global Investments Ltd [100.0%],60,operating,2008,,2019,unknown,unknown,,,Mayong Town Xinshagang,,Dongguan,Guangdong,Eastern Asia,Asia,23.034969,113.545093,exact,,,,pulp & paper,both,none,16,0.53,11186.5,96100,0.315968357,5,1.579841784
G100000103342,L100000100322,China,https://www.gem.wiki/Jiuquan_power_station,Jiuquan power station,Phase I Unit 1,,华能酒泉热电,Gd Power Jiuquan Power Generation Co Ltd [100%],China Huaneng Group Co Ltd [100.0%],330,operating,2011,,,subcritical,unknown,,,Xiaoshu Dist - Jiuquan City,,Jiuquan,Gansu,Eastern Asia,Asia,39.6797122,98.5065079,exact,10-Apr,10-Apr,"Year: 2010, Month: 4",,,,13,0.53,10442.4,96100,1.622229815,27,43.80020501
G100000104419,L100000101099,China,https://www.gem.wiki/Jiutai_power_station,Jiutai power station,Unit 1,,华能九台发电厂,Huaneng Jilin Power Generation Co Ltd Jiutai Power Plant [100%],Huaneng Power International Inc [100.0%],670,operating,2009,,,supercritical,lignite,,,Yingcheng Village,Jiutai,Changchun,Jilin,Eastern Asia,Asia,44.10707,125.92803,exact,26-Feb-07,26-Feb-07,"Year: 2007, Month: 2, Day: 26",,,,15,0.53,9249.9,101000,3.066252679,25,76.65631697
G100000105315,L100000100629,China,https://www.gem.wiki/Jixi_power_station,Jixi power station,Unit 10,"大唐鸡西第二热电厂 (Unit 11, Unit 12)",大唐鸡西热电厂,Datang Jixi Co-generation Power Co Ltd [100%],Datang International Power Generation Co Ltd [97.4%]; other [2.6%],125,operating,2003,,,subcritical,bituminous,,,,Didao,Jixi,Heilongjiang,Eastern Asia,Asia,45.3449202,130.8649605,exact,,,,,,,21,0.53,12182.8,94600,0.705704669,19,13.4083887
G100000115683,L100000104959,China,https://www.gem.wiki/Jiyang_Xinhua_Energy_Ltd_power_station,Jiyang Xinhua Energy Ltd power station,Unit 1,,济阳新华能源实业有限公司发电厂,Jiyang Xinhua Energy Industry Co Ltd [100%],Jiyang State Owned Assets Investment Holding Group Co Ltd [100.0%],30,operating,2004,,,CFB,unknown,,,,Jiyang County,Jinan,Shandong,Eastern Asia,Asia,36.94897,117.166851,exact,,,,,,,20,0.53,12182.8,96100,0.172054677,20,3.441093547
G100000114184,L100000104573,China,https://www.gem.wiki/Jiyuan_Cogen_power_station,Jiyuan Cogen power station,Unit 1,,内蒙古源源能源集团吉源热电,Inner Mongolia Jiyuan Thermal Power Co Ltd [100%],Neimenggu YuanYuan Energy Group Co Ltd [100.0%],36,operating,2020,,,unknown,lignite,,,Ganqika Town,Horqin left hind Banner,Tongliao,Inner Mongolia,Eastern Asia,Asia,42.970016,122.390042,exact,,,,,,,4,0.53,10326,101000,0.183920747,36,6.621146886
G100000112480,L100000101740,China,https://www.gem.wiki/Juhua_Quzhou_Complex_power_station,Juhua Quzhou Complex power station,Unit 10,巨宏热电 (Unit 9),衢州巨化热电厂,Juhua Group Co. Thermoelectricity Factory [100%],JUHUA Group Corp [76.5%]; Hangzhou Iron & Steel Group Co [13.5%]; Zhejiang Financial Development Co Ltd [10.0%],30,operating,2015,,,subcritical,bituminous,,,Huayuan Town Huayuan Village,Kecheng,Quzhou,Zhejiang,Eastern Asia,Asia,28.9022094,118.8811483,exact,,,,chemicals,both,,9,0.53,10442.4,94600,0.145173532,31,4.500379487
G100000105221,L100000100913,China,https://www.gem.wiki/Junggar_Suancigou_power_station,Junggar Suancigou power station,Phase II Unit 3,,京能内蒙古京泰发电公司酸刺沟发电厂,Inner Mongolia Jingtai Power Co Ltd [100%],Beijing Jingneng Power Co Ltd [51.0%]; Inner Mongolia Yitai Coal Co Ltd [29.0%]; Guangdong Hengjian Investment Holding Co Ltd [9.1%]; Guangdong Electric Power Development Co Ltd [8.0%]; China Huaneng Group Co Ltd [2.9%],660,operating,2023,,,ultra-supercritical,unknown,,,Xuejiawan Town Data Villege,Junggar,Ordos,Inner Mongolia,Eastern Asia,Asia,39.711744,111.200548,exact,10-Oct-17,10-Oct-17,"Year: 2017, Month: 10, Day: 10",,,,1,0.53,8272,96100,2.570115113,39,100.2344894
G100000105398,L100000101587,China,https://www.gem.wiki/Junliangcheng_power_station,Junliangcheng power station,Phase III Unit 5,"天津军电热电公司 (Phase V Unit 10, Phase V Unit 9), 天津津源热电 (Phase II Unit 3, Phase II Unit 4)",华电天津军粮城发电厂,Tianjin Junliangcheng Power Generation Co Ltd [100%],Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [49.0%]; China Huadian Group Corp [31.8%]; Agricultural Bank of China Ltd [6.3%]; Industrial and Commercial Bank of China Ltd [6.3%]; Henan Provincial Investment Co [3.3%]; Zhongyuan Asset Management Co Ltd [1.1%]; other [0.9%]; Henan Agric. Synthesis Exploitation Co Ltd [0.6%]; Zhengzhou Development Investment Group Co Ltd [0.5%]; SPIC Industry-Finance Holdings Co Ltd [0.2%]; JPMorgan Chase & Co Corp [0.1%]; BRIDGE Trust Co Ltd [0.1%],220,retired,1986,2017,,subcritical,bituminous,,,Junliangcheng,Dongli,,Tianjin,Eastern Asia,Asia,39.05313,117.41226,exact,,,,,,,31,0.53,12617.9,94600,1.286398796,0,0
G100000107667,L100000100936,China,https://www.gem.wiki/Junzheng_Mengxi_power_station,Junzheng Mengxi power station,Unit 1,Ordos Junzheng power station,君正蒙西低热值煤发电厂,Thermal Power Branch of Ordos Junzheng Energy Chemical Co Ltd [100%],Inner Mongolia Junzheng Energy & Chemical Group Co Ltd [100.0%],330,operating,2015,,,subcritical,waste coal,,,Mengxi Town,Otog Front Banner,Ordos,Inner Mongolia,Eastern Asia,Asia,39.90414,106.767866,exact,22-Aug-15,22-Aug-15,"Year: 2015, Month: 8, Day: 22",,,,9,0.53,9572.2,94600,1.463833113,31,45.37882649
G100000105403,L100000100919,China,https://www.gem.wiki/Junzheng_Wuhai_power_station,Junzheng Wuhai power station,Unit 1,海神热电,君正乌海发电厂,Inner Mongolia Junzheng Energy & Chemical Group Co Ltd [100%],Inner Mongolia Junzheng Energy & Chemical Group Co Ltd [100.0%],150,operating,2006,,,subcritical,waste coal,,,,Wuda District,Wuhai,Inner Mongolia,Eastern Asia,Asia,39.464328,106.702128,exact,,,,chemicals,both,,18,0.53,11312.6,94600,0.786356631,22,17.29984588
G100000104065,L100000100988,China,https://www.gem.wiki/Jurong_power_station,Jurong power station,Phase II Unit 3,Huadian Jurong power station,华电句容发电厂,Jurong Power Generation Branch of Huadian Jiangsu Energy Co Ltd [100%],China Huadian Group Corp [80.0%]; PetroChina Co Ltd [20.0%],1000,operating,2018,,,ultra-supercritical,unknown,,,Zhenjiang City,Jurong,Zhenjiang,Jiangsu,Eastern Asia,Asia,32.19575,119.2497,exact,21-Jul-15,21-Jul-15,"Year: 2015, Month: 7, Day: 21",,,,6,0.53,8272,96100,3.894113808,34,132.3998695
G100001000216,L100000101363,China,https://www.gem.wiki/JV_County_Fengyuan_cogen_power_station,JV County Fengyuan cogen power station,Former Unit 1,,莒县丰源热电,Juxian Fengyuan Thermal Power Co Ltd [100%],Haoyu Group Co Ltd [54.5%]; natural person(s) [19.6%]; Juxian Urban Construction Investment Group Co Ltd [19.0%]; Agricultural Development Bank of China [6.9%],30,retired,2016,2023,,CFB,unknown,,,,JV County,Rizhao,Shandong,Eastern Asia,Asia,35.627929,118.848185,exact,,,,,,,7,0.53,10442.4,96100,0.147475438,0,0
G100000105433,L100000100683,China,https://www.gem.wiki/Kaidi_Languang_power_station,Kaidi Languang power station,Unit 1,河南蓝光环保发电有限公司,凯迪电力蓝光环保发电厂,Henan Blue Light Environmental Protection Power Generation Co Ltd [100%],Kaidi Ecological and Environmental Technology Co Ltd [100.0%],135,operating,2007,,,subcritical,waste coal,,,Chengguan Town,Ye County,Pingdingshan,Henan,Eastern Asia,Asia,33.61351,113.373993,exact,,,,,,,17,0.53,11312.6,94600,0.707720968,23,16.27758226
G100000105440,L100000100684,China,https://www.gem.wiki/Kaifeng_power_station,Kaifeng power station,Phase II Unit 1,"国家电投开封光明发电厂 (Phase I Unit 1, Phase I Unit 2), 国家电投开封新力发电厂 (Phase I Xinli Unit 5), 开封京源发电公司 (Phase II Unit 1, Phase II Unit 2), 国家电投开封京华发电厂 (Phase I Unit 3, Phase I Unit 4), 国家电投开封发电厂 (Phase II Unit 1, Phase II Unit 2)",国电投开封发电厂,Cpi Henan Power Limited Co [100%],State Power Investment Corp Ltd [100.0%],630,operating,2008,,,supercritical,bituminous,,,Tubaigang,Shunhe,Kaifeng,Henan,Eastern Asia,Asia,34.8060821,114.4450842,exact,17-Dec-07,17-Dec-07,"Year: 2007, Month: 12, Day: 17",,,,16,0.53,9249.9,94600,2.700495451,24,64.81189082
G100000105442,L100000100481,China,https://www.gem.wiki/Kaili_power_station,Kaili power station,Unit 1,Guodian Kaili power station,国电贵州凯里发电厂,Guodian Guizhou Electric Power Co Ltd [100%],China Energy Investment Corp [100.0%],125,retired,1996,2009,,subcritical,bituminous,,,Kaili City,Kaili,Qiandongnan AP,Guizhou,Eastern Asia,Asia,26.582142,107.948655,exact,,,,,,,13,0.53,11312.6,94600,0.655297192,0,0
G100000113155,L100000100573,China,https://www.gem.wiki/Kailuan_Dongfang_Cogen_power_station,Kailuan Dongfang Cogen power station,Unit 1,唐山开滦唐家庄煤矸石热电厂三期,开滦集团东方发电厂,Tangshan Kailuan Dongfang Power Generation Co Ltd [100%],KAILUAN (Group) LLC [78.6%]; Tangshan Jingding Industrial Group Co Ltd [19.7%]; Tangshan Kailuan Thermal Power Co Ltd Labor Union [1.7%],135,mothballed,2008,,,subcritical,unknown,,,,Guye,Tangshan,Hebei,Eastern Asia,Asia,39.731279,118.45569,exact,2005,2005,Year: 2005,,,,16,0.53,11312.6,96100,0.718942759,24,17.25462621
G100000105446,L100000100574,China,https://www.gem.wiki/Kailuan_Guye_power_station,Kailuan Guye power station,Unit 1,,开滦协鑫发电公司古冶煤矸石电厂,Kailuan GCL Power Generation Co Ltd [100%],KAILUAN (Group) LLC [50.0%]; Zhongneng Power (Suzhou) Co Ltd [48.0%]; other [2.0%],300,operating,2015,,,subcritical,waste coal,,,Kailuan Town Tangjiazhuang,Guye,Tangshan,Hebei,Eastern Asia,Asia,39.7300049,118.4585166,exact,12-Apr,12-Apr,"Year: 2012, Month: 4",,,,9,0.53,9572.2,94600,1.330757375,31,41.25347863
G100000115708,L100000104967,China,https://www.gem.wiki/Kaiyang_cogen_power_station,Kaiyang cogen power station,Phase I Unit 1,,贵阳市开阳工业园区核心区热电联产项目,Guizhou Kaiyang Jingkai Industrial Investment Development Co Ltd [100%],Guizhou Kaiyang Jingkai Industrial Investment Development Co Ltd [100.0%],50,construction,2024,,,CFB,unknown,,,,Kaiyang,Guiyang,Guizhou,Eastern Asia,Asia,27.132813,106.915939,exact,,,,,,,0,0.53,10442.4,96100,0.245792396,40,9.831695849
G100000105449,L100000101720,China,https://www.gem.wiki/Kaiyuan_power_station,Kaiyuan power station,Unit 1,,云南红河开远发电厂,Yunnan Datang International Honghe Power Generation Co Ltd [100%],Yunnan Investment Holding Group Co Ltd [54.0%]; Yunnan Jinma Group Co Ltd [10.0%]; Power Construction Corporation of China Ltd [9.5%]; China National Tobacco Corp [7.7%]; Yuntianhua Group Co Ltd [7.3%]; other [5.0%]; Yunnan Tin Group (Holding) Co Ltd [0.6%]; Yunnan State-owned Enterprise Reform No. 1 Equity Investment Fund Partnership LP [0.1%],300,operating,2006,,,subcritical,unknown,,,Kaiyuan,Kaiyuan,Honghe,Yunnan,Eastern Asia,Asia,23.7434315,103.2197961,exact,,,,,,,18,0.53,10442.4,96100,1.474754377,22,32.4445963
G100000105542,L100000100920,China,https://www.gem.wiki/Kangbashi_power_station,Kangbashi power station,Phase I Unit 1,,京能内蒙古康巴什热电,Ordos Kangbashi Thermal Power Co Ltd [100%],Beijing Jingneng Power Co Ltd [51.0%]; Ordos Yuxin Investment Co Ltd [49.0%],350,operating,2013,,,supercritical,unknown,,,Kangbashi New City,Ejin Horo,Ordos,Inner Mongolia,Eastern Asia,Asia,39.59759,109.90929,exact,24-Apr-12,24-Apr-12,"Year: 2012, Month: 4, Day: 24",,,,11,0.53,10090.8,96100,1.66261524,29,48.21584196
G100000105545,L100000101163,China,https://www.gem.wiki/Kangping_power_station,Kangping power station,Unit 1,,国电康平发电厂,Guodian Kangping Power Generation Co Ltd [100%],China Energy Investment Corp [100.0%],600,operating,2008,,,supercritical,bituminous,,,Dongguantun,Kangping,Shenyang,Liaoning,Eastern Asia,Asia,42.7009353,123.3658456,exact,6-Apr,6-Apr,"Year: 2006, Month: 4",,,,16,0.53,9249.9,94600,2.571900429,24,61.7256103
G100000105548,L100000101017,China,https://www.gem.wiki/Kanshan_power_station,Kanshan power station,Unit 1,,国家电投上海电力贾汪发电厂,Jiangsu Banshan Power Generation Co Ltd [100%],Shanghai Electric Power Co Ltd [55.0%]; Jiangsu Guoxin Investment Group Ltd [20.0%]; Xuzhou Coal Mining Group Corp [20.0%]; China Resources Power Holdings Co Ltd [2.6%]; Xuzhou State-owned Assets Investment Operation Co Ltd [2.4%],600,operating,2006,,,ultra-supercritical,bituminous,,,Biantang,Jiawang,Xuzhou,Jiangsu,Eastern Asia,Asia,34.410732,117.577259,exact,10-Jan,10-Jan,"Year: 2010, Month: 1",,,,18,0.53,9099.2,94600,2.529998853,22,55.65997476
G100000105581,L100000101660,China,https://www.gem.wiki/Karamay_power_station,Karamay power station,Phase I Unit 1,Guodian Karamay power station,国电克拉玛依热电,Huadian Karamay Power Generation Co Ltd [100%],China Huadian Group Corp [100.0%],350,operating,2013,,,supercritical,unknown,,,Karamay city,,Karamay,Xinjiang,Eastern Asia,Asia,45.5419827,85.0249296,exact,19-Feb-13,19-Feb-13,"Year: 2013, Month: 2, Day: 19",,,,11,0.53,10090.8,96100,1.66261524,29,48.21584196
G100000105678,L100000101741,China,https://www.gem.wiki/Keqiao_power_station,Keqiao power station,--,,东风电力伙伴柯桥发电厂,Eastwind Power Partners Ltd [100%],Eastwind Power Partners Ltd [100.0%],36,retired,1998,2018,,subcritical,unknown,,,,Keqiao,Shaoxing,Zhejiang,Eastern Asia,Asia,30.081944,120.494722,approximate,,,,machinery,both,,20,0.53,12182.8,96100,0.206465613,0,0
G100000106858,L100000100931,China,https://www.gem.wiki/Keyouzhong_power_station,Keyouzhong power station,Unit 1,"Xing’an Meng Youzhong power station, Guodian Mengneng Higgan Youzhong Power Plant",蒙能科右中发电厂,Inner Mongolia Energy Power Generation Technology Youzhong Power Generation Co Ltd [100%],Inner Mongolia Energy Power Generation Investment Group Co Ltd [45.9%]; KAILUAN (Group) LLC [36.1%]; Inner Mongolia State Owned Capital Operation Co Ltd [5.1%]; Kailuan Energy Chemical Co Ltd [5.0%]; other [0.5%],660,operating,2022,,,ultra-supercritical,unknown,,,Bayanhushu Town,Horqin Right Middle Banner,Hinggan,Inner Mongolia,Eastern Asia,Asia,44.9602,121.4082,exact,15-Oct,15-Oct,"Year: 2015, Month: 10",,,,2,0.53,8272,96100,2.570115113,38,97.66437431
G100000113257,L100000101654,China,https://www.gem.wiki/Khorgas_Nangang_Cogen_power_station,Khorgas Nangang Cogen power station,Unit 1,,霍尔果斯南岗热电厂,Horgos Nangang Thermal Power Co Ltd [100%],Shandong HONGDA BIOTECHNOLOGY Company Ltd [40.0%]; Xinjiang Yilihong Biotechnology New Material Co Ltd [40.0%]; Xinjiang Fourth Agricultural Division State-owned Assets Investment Co Ltd [12.8%]; other [7.2%],50,operating,2011,,,subcritical,waste coal,,,Jinbian Town,Khorgas,Ili,Xinjiang,Eastern Asia,Asia,44.148549,80.437165,exact,30-Apr-11,30-Apr-11,"Year: 2011, Month: 4, Day: 30",,,,13,0.53,11312.6,94600,0.262118877,27,7.077209677
G100001005032,L100001004304,China,https://www.gem.wiki/Kokdala_Eco-Tech_Development_Zone_cogen_power_station,Kokdala Economic-Technology Development Zone cogen power station,Phase I Unit 1,,可克达拉经开区2×50MW热电联产项目,Kekedala Zhongsheng Energy Co Ltd,Kekedala Zhongsheng Energy Co Ltd,50,construction,,,,CFB,unknown,,,,Kokdala,,Xinjiang,Eastern Asia,Asia,43.970145,80.998598,approximate,2023,2023,Year: 2023,,,,0,0.53,10442.4,96100,0.245792396,40,9.831695849
G100000106013,L100000101663,China,https://www.gem.wiki/Kuitun_Jinjiang_power_station,Kuitun Jinjiang power station,Unit 1,,锦江集团奎屯锦疆发电厂,Kuitun Jinjiang Thermal Power Co Ltd [100%],Xinjiang Production & Construction Corps Seventh Agricultural Division State-Own Ed Assets [34.4%]; Hangzhou Jinjiang Group Co Ltd [21.0%]; Xinjiang Production and Construction Corps Electric Power Group Co Ltd [13.4%]; Zhejiang Hengjia Holding Co Ltd [12.2%]; Hangzhou Yande Industrial Co Ltd [11.8%]; Zhejiang Kangrui Investment Co Ltd [5.0%]; other [2.2%],135,operating,2008,,,subcritical,unknown,,,Kuitun,Kuitun,Ili,Xinjiang,Eastern Asia,Asia,44.4051051,84.9298352,exact,,,,chemicals,both,,16,0.53,11312.6,96100,0.718942759,24,17.25462621
G100000106015,L100000101664,China,https://www.gem.wiki/Kuitun-2_power_station,Kuitun-2 power station,Unit 1,,奎屯第二发电厂,Kuitun Jinyuan Thermal Power Co Ltd [100%],Xinjiang Production & Construction Corps Seventh Agricultural Division State-Own Ed Assets [68.8%]; Xinjiang Production and Construction Corps Electric Power Group Co Ltd [26.8%]; other [4.5%],50,retired,2000,2019,,subcritical,unknown,,,Kuitun,Kuitun,Ili,Xinjiang,Eastern Asia,Asia,44.406571,84.928528,exact,,,,,,,19,0.53,11312.6,96100,0.266275096,0,0
G100000106026,L100000101721,China,https://www.gem.wiki/Kunming_power_station,Kunming power station,Phase II Unit 1,,华电昆明发电厂,Yunnan Huadian Kunming Power Generation Co Ltd [100%],China Huadian Group Corp [88.1%]; Bank of China Ltd [6.0%]; Industrial and Commercial Bank of China Ltd [6.0%],300,operating,2005,,,subcritical,anthracite,,,Qinglong,Anning,Kunming,Yunnan,Eastern Asia,Asia,25.0149171,102.3335597,exact,,,,,,,19,0.53,10442.4,98300,1.508515664,21,31.67882894
G100000114748,L100000104742,China,https://www.gem.wiki/Kuqa_Back-Pressure_power_station,Kuqa Back-Pressure power station,Unit 1,,库车经济技术开发区背压机组,Aksu Korong XingMao Energy Co Ltd [100%],Kuqa Jingkai Industrial Group Co Ltd [100.0%],39,construction,,,,unknown,unknown,,,,Kuqa (Kuche),Aksu,Xinjiang,Eastern Asia,Asia,41.743543,83.078128,exact,,,,chemicals,both,,0,0.53,10326,96100,0.189581014,40,7.583240562
G100000106106,L100000100448,China,https://www.gem.wiki/Laibin_power_station,Laibin power station,Phase A Unit 1,,广西投资集团来宾发电厂,Guangxi Investment Group Laibin Generation Co Ltd [100%],Guangxi Investment Group Co Ltd [82.6%]; Industrial and Commercial Bank of China Ltd [7.3%]; Guangxi Guangtou New Energy Industry Development Fund Partnership LP [6.8%]; other [3.3%],125,retired,1989,2010,,subcritical,bituminous,,,Liangjiang Town,Xingbin,Laibin,Guangxi,Eastern Asia,Asia,23.6949479,109.1629318,exact,,,,,,,21,0.53,12182.8,94600,0.705704669,0,0
